category,layer,feature_idx,effect_size,accuracy,acc_delta,mean_entropy,ent_delta
pure_uncertainty,16,2315,0.7115761418897715,0.6291126620139581,0.08545791197834829,0.8183632445123841,-0.004316052809525295
pure_uncertainty,16,2644,0.5933316049513743,0.6282580828941746,0.0,0.82263533211117,-4.396521073934956e-05
pure_uncertainty,16,23582,0.56177265606538,0.6281156530408774,-0.014242985329726565,0.8225323478239613,-0.00014694949794802348
pure_uncertainty,17,11375,3.5346052754076016,0.6315339695200114,0.3275886625836777,0.7901149158663289,-0.03256438145558049
pure_uncertainty,17,2677,1.124020542087921,0.6298248112804444,0.15667283862698111,0.8214140875827298,-0.0012652097391795403
pure_uncertainty,17,745,0.9941741647005156,0.6288278023073636,0.05697194131889516,0.820040724028537,-0.0026385732933723594
pure_uncertainty,17,18795,0.8365303210984925,0.6289702321606608,0.07121492664862172,0.8221011323878337,-0.0005781649340756978
pure_uncertainty,17,30909,0.743561679372066,0.6281156530408774,-0.014242985329726565,0.8233338246501907,0.0006545273282813069
pure_uncertainty,18,28301,1.3742550479070235,0.6276883634809857,-0.05697194131889516,0.820420265889116,-0.002259031432793379
pure_uncertainty,18,28938,1.1932422996653427,0.6293975217205526,0.11394388263780142,0.8181875232035943,-0.004491774118315028
pure_uncertainty,18,18438,0.9078681569887022,0.6281156530408774,-0.014242985329726565,0.8224983953753705,-0.00018090194653885838
pure_uncertainty,18,30335,0.8390943548399423,0.6276883634809857,-0.05697194131889516,0.8244863484345833,0.0018070511126739852
pure_uncertainty,18,29527,0.7861776370919872,0.6282580828941746,0.0,0.822833517007344,0.00015421968543460896
pure_uncertainty,19,8831,4.595329526904999,0.6315339695200114,0.3275886625836777,0.7811718490886029,-0.04150744823330643
pure_uncertainty,19,9594,1.5971415294683242,0.6231306081754736,-0.5127474718701008,0.7527314273710419,-0.06994786995086744
pure_uncertainty,19,13827,1.4496665904827883,0.6274035037743911,-0.08545791197834829,0.8293530345504941,0.006673737228584775
pure_uncertainty,19,2068,1.0725202454386575,0.6284005127474719,0.014242985329726565,0.8300386177226816,0.007359320400772251
pure_uncertainty,19,17961,0.9715750401318046,0.6289702321606608,0.07121492664862172,0.8194280353449991,-0.00325126197691028
pure_uncertainty,20,12536,1.202547990406943,0.6293975217205526,0.11394388263780142,0.8154002226696263,-0.007279074652283057
pure_uncertainty,20,17104,0.8670009207344396,0.6282580828941746,0.0,0.8236474433575309,0.0009681460356215643
pure_uncertainty,20,11280,0.7965230940537263,0.6303945306936334,0.21364477994587627,0.7608615255176707,-0.06181777180423864
pure_uncertainty,20,6692,0.7306561938045715,0.6266913545079048,-0.15667283862698111,0.8060666234905012,-0.016612673831408187
pure_uncertainty,20,29624,0.6888844462701672,0.6282580828941746,0.0,0.8230215654148803,0.00034226809297088767
